NumFiles,MinPT,MinP,MinIPChi2,#1.TotalTrueXiccpp,#1.TotalTrueXiccppTracks,#1.TotalXiccppTracks,#1.TotalBackgroundTracks,#2.TotalTruePions,#2.TotalTrueXiccppPions,#2.TotalXiccppPions,#2.TotalBackgroundPions,#3.TotalTrueKaons,#3.TotalTrueXiccppKaons,#3.TotalXiccppKaons,#3.TotalBackgroundKaons
10,510,500,0.5,0,5782,3536,244785,615339,2887,1199,167205,87865,1912,1415,38613
10,510,1000,0.5,0,5782,3536,244785,615339,2887,1199,167205,87865,1912,1415,38613
10,440,3750,0.5,0,5782,3667,255690,615339,2887,1258,175898,87865,1912,1473,39742
10,510,1250,0.5,0,5782,3536,244785,615339,2887,1199,167205,87865,1912,1415,38613
10,510,1500,0.5,0,5782,3536,244785,615339,2887,1199,167205,87865,1912,1415,38613
10,510,2000,0.5,0,5782,3536,244672,615339,2887,1199,167114,87865,1912,1415,38602
10,510,1750,0.5,0,5782,3536,244785,615339,2887,1199,167205,87865,1912,1415,38613
10,510,2250,0.5,0,5782,3529,243210,615339,2887,1192,166000,87865,1912,1415,38401
10,510,2500,0.5,0,5782,3525,240494,615339,2887,1189,163898,87865,1912,1414,38064
10,510,2750,0.5,0,5782,3508,237093,615339,2887,1177,161309,87865,1912,1409,37615
10,510,3250,0.5,0,5782,3470,228910,615339,2887,1157,155158,87865,1912,1391,36502
10,510,3500,0.5,0,5782,3448,224657,615339,2887,1143,152073,87865,1912,1383,35868
10,510,3000,0.5,0,5782,3491,233153,615339,2887,1169,158327,87865,1912,1400,37091
10,580,750,0.5,0,5782,3204,204444,615339,2887,1010,136690,87865,1912,1294,33287
10,580,500,0.5,0,5782,3204,204444,615339,2887,1010,136690,87865,1912,1294,33287
10,580,1000,0.5,0,5782,3204,204444,615339,2887,1010,136690,87865,1912,1294,33287
10,510,3750,0.5,0,5782,3422,220219,615339,2887,1124,148798,87865,1912,1376,35256
10,580,1250,0.5,0,5782,3204,204444,615339,2887,1010,136690,87865,1912,1294,33287
10,580,1500,0.5,0,5782,3204,204444,615339,2887,1010,136690,87865,1912,1294,33287
10,580,2000,0.5,0,5782,3204,204444,615339,2887,1010,136690,87865,1912,1294,33287
10,580,1750,0.5,0,5782,3204,204444,615339,2887,1010,136690,87865,1912,1294,33287
10,580,2250,0.5,0,5782,3204,204387,615339,2887,1010,136650,87865,1912,1294,33276
10,580,2500,0.5,0,5782,3202,203342,615339,2887,1008,135845,87865,1912,1294,33140
10,580,2750,0.5,0,5782,3191,201489,615339,2887,1001,134433,87865,1912,1290,32905
10,580,3000,0.5,0,5782,3180,198938,615339,2887,997,132507,87865,1912,1283,32564
10,580,3250,0.5,0,5782,3167,195953,615339,2887,991,130317,87865,1912,1276,32143
10,580,3500,0.5,0,5782,3151,192814,615339,2887,980,128071,87865,1912,1271,31651
10,580,3750,0.5,0,5782,3135,189489,615339,2887,967,125625,87865,1912,1268,31196
10,650,500,0.5,0,5782,2929,171580,615339,2887,859,112412,87865,1912,1187,28638
10,650,750,0.5,0,5782,2929,171580,615339,2887,859,112412,87865,1912,1187,28638
10,650,1000,0.5,0,5782,2929,171580,615339,2887,859,112412,87865,1912,1187,28638
10,650,1250,0.5,0,5782,2929,171580,615339,2887,859,112412,87865,1912,1187,28638
10,650,1500,0.5,0,5782,2929,171580,615339,2887,859,112412,87865,1912,1187,28638
10,650,2000,0.5,0,5782,2929,171580,615339,2887,859,112412,87865,1912,1187,28638
10,650,1750,0.5,0,5782,2929,171580,615339,2887,859,112412,87865,1912,1187,28638
10,650,2250,0.5,0,5782,2929,171580,615339,2887,859,112412,87865,1912,1187,28638
10,650,2750,0.5,0,5782,2927,170885,615339,2887,857,111898,87865,1912,1187,28540
10,650,3000,0.5,0,5782,2920,169450,615339,2887,854,110815,87865,1912,1183,28353
10,650,2500,0.5,0,5782,2929,171548,615339,2887,859,112390,87865,1912,1187,28631
10,650,3250,0.5,0,5782,2913,167504,615339,2887,851,109415,87865,1912,1179,28064
10,650,3500,0.5,0,5782,2904,165321,615339,2887,846,107861,87865,1912,1175,27722
10,720,500,0.5,0,5782,2665,145266,615339,2887,742,93452,87865,1912,1068,24803
10,650,3750,0.5,0,5782,2894,162878,615339,2887,839,106087,87865,1912,1172,27388
10,720,1000,0.5,0,5782,2665,145266,615339,2887,742,93452,87865,1912,1068,24803
10,720,750,0.5,0,5782,2665,145266,615339,2887,742,93452,87865,1912,1068,24803
10,720,1250,0.5,0,5782,2665,145266,615339,2887,742,93452,87865,1912,1068,24803
10,720,1500,0.5,0,5782,2665,145266,615339,2887,742,93452,87865,1912,1068,24803
10,720,2000,0.5,0,5782,2665,145266,615339,2887,742,93452,87865,1912,1068,24803
10,720,1750,0.5,0,5782,2665,145266,615339,2887,742,93452,87865,1912,1068,24803
10,720,2250,0.5,0,5782,2665,145266,615339,2887,742,93452,87865,1912,1068,24803
10,720,2500,0.5,0,5782,2665,145266,615339,2887,742,93452,87865,1912,1068,24803
10,720,2750,0.5,0,5782,2665,145259,615339,2887,742,93448,87865,1912,1068,24801
10,720,3000,0.5,0,5782,2662,144799,615339,2887,741,93107,87865,1912,1066,24739
10,720,3250,0.5,0,5782,2660,143715,615339,2887,739,92333,87865,1912,1066,24577
10,720,3500,0.5,0,5782,2654,142278,615339,2887,735,91323,87865,1912,1064,24343
10,720,3750,0.5,0,5782,2648,140554,615339,2887,731,90074,87865,1912,1062,24113
10,790,500,0.5,0,5782,2417,123723,615339,2887,638,78364,87865,1912,953,21367
10,790,750,0.5,0,5782,2417,123723,615339,2887,638,78364,87865,1912,953,21367
10,790,1000,0.5,0,5782,2417,123723,615339,2887,638,78364,87865,1912,953,21367
10,790,1250,0.5,0,5782,2417,123723,615339,2887,638,78364,87865,1912,953,21367
10,790,1500,0.5,0,5782,2417,123723,615339,2887,638,78364,87865,1912,953,21367
10,790,1750,0.5,0,5782,2417,123723,615339,2887,638,78364,87865,1912,953,21367
10,790,2000,0.5,0,5782,2417,123723,615339,2887,638,78364,87865,1912,953,21367
10,790,2500,0.5,0,5782,2417,123723,615339,2887,638,78364,87865,1912,953,21367
10,790,2250,0.5,0,5782,2417,123723,615339,2887,638,78364,87865,1912,953,21367
10,790,3000,0.5,0,5782,2417,123717,615339,2887,638,78359,87865,1912,953,21367
10,790,2750,0.5,0,5782,2417,123723,615339,2887,638,78364,87865,1912,953,21367
10,790,3250,0.5,0,5782,2415,123345,615339,2887,636,78098,87865,1912,953,21308
10,790,3500,0.5,0,5782,2413,122559,615339,2887,634,77548,87865,1912,953,21183
10,860,750,0.5,0,5782,2216,105869,615339,2887,560,65944,87865,1912,858,18578
10,860,500,0.5,0,5782,2216,105869,615339,2887,560,65944,87865,1912,858,18578
10,790,3750,0.5,0,5782,2410,121420,615339,2887,632,76718,87865,1912,952,21037
10,860,1000,0.5,0,5782,2216,105869,615339,2887,560,65944,87865,1912,858,18578
10,860,1250,0.5,0,5782,2216,105869,615339,2887,560,65944,87865,1912,858,18578
10,860,1500,0.5,0,5782,2216,105869,615339,2887,560,65944,87865,1912,858,18578
10,860,2000,0.5,0,5782,2216,105869,615339,2887,560,65944,87865,1912,858,18578
10,860,1750,0.5,0,5782,2216,105869,615339,2887,560,65944,87865,1912,858,18578
10,860,2250,0.5,0,5782,2216,105869,615339,2887,560,65944,87865,1912,858,18578
10,860,2500,0.5,0,5782,2216,105869,615339,2887,560,65944,87865,1912,858,18578
10,860,3000,0.5,0,5782,2216,105868,615339,2887,560,65943,87865,1912,858,18578
10,860,2750,0.5,0,5782,2216,105869,615339,2887,560,65944,87865,1912,858,18578
10,860,3250,0.5,0,5782,2216,105867,615339,2887,560,65942,87865,1912,858,18578
10,860,3500,0.5,0,5782,2215,105622,615339,2887,559,65782,87865,1912,858,18536
10,860,3750,0.5,0,5782,2214,105012,615339,2887,558,65338,87865,1912,858,18459
10,930,500,0.5,0,5782,2038,91478,615339,2887,502,56093,87865,1912,779,16305
10,930,750,0.5,0,5782,2038,91478,615339,2887,502,56093,87865,1912,779,16305
10,930,1000,0.5,0,5782,2038,91478,615339,2887,502,56093,87865,1912,779,16305
10,930,1250,0.5,0,5782,2038,91478,615339,2887,502,56093,87865,1912,779,16305
10,930,1500,0.5,0,5782,2038,91478,615339,2887,502,56093,87865,1912,779,16305
10,930,1750,0.5,0,5782,2038,91478,615339,2887,502,56093,87865,1912,779,16305
10,930,2000,0.5,0,5782,2038,91478,615339,2887,502,56093,87865,1912,779,16305
10,930,2250,0.5,0,5782,2038,91478,615339,2887,502,56093,87865,1912,779,16305
10,930,2500,0.5,0,5782,2038,91478,615339,2887,502,56093,87865,1912,779,16305
10,930,2750,0.5,0,5782,2038,91478,615339,2887,502,56093,87865,1912,779,16305
10,930,3500,0.5,0,5782,2038,91478,615339,2887,502,56093,87865,1912,779,16305
10,930,3000,0.5,0,5782,2038,91478,615339,2887,502,56093,87865,1912,779,16305
10,930,3250,0.5,0,5782,2038,91478,615339,2887,502,56093,87865,1912,779,16305
10,930,3750,0.5,0,5782,2037,91270,615339,2887,501,55942,87865,1912,779,16277
10,300,500,1.0,0,5782,4290,379665,615339,2887,1750,276688,87865,1912,1624,52264
10,300,750,1.0,0,5782,4290,379665,615339,2887,1750,276688,87865,1912,1624,52264
10,300,1250,1.0,0,5782,4288,379052,615339,2887,1748,276187,87865,1912,1624,52198
10,300,1000,1.0,0,5782,4290,379664,615339,2887,1750,276687,87865,1912,1624,52264
10,300,1500,1.0,0,5782,4274,374887,615339,2887,1734,272771,87865,1912,1624,51787
10,300,1750,1.0,0,5782,4260,368371,615339,2887,1722,267475,87865,1912,1622,51118
10,300,2000,1.0,0,5782,4243,360368,615339,2887,1707,261026,87865,1912,1620,50311
10,300,2500,1.0,0,5782,4182,342877,615339,2887,1656,247168,87865,1912,1610,48375
10,300,2250,1.0,0,5782,4208,351760,615339,2887,1679,254200,87865,1912,1613,49345
10,300,2750,1.0,0,5782,4130,333931,615339,2887,1615,240169,87865,1912,1599,47346
10,300,3000,1.0,0,5782,4090,325152,615339,2887,1590,233303,87865,1912,1584,46331
10,300,3750,1.0,0,5782,3951,300270,615339,2887,1499,214238,87865,1912,1536,43279
10,300,3500,1.0,0,5782,4004,308273,615339,2887,1534,220373,87865,1912,1554,44255
